, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,207707,9,23079,247525.0,9.0,27503.0,455232.0,18.0,25291.0,,,
1,Collingwood,276056,9,30673,253848.0,9.0,28205.0,529904.0,18.0,29439.0,,,
2,Essendon,223000,9,24778,247700.0,9.0,27522.0,470700.0,18.0,26150.0,,,
3,Fitzroy,158000,9,17556,142524.0,9.0,15836.0,300524.0,18.0,16696.0,,,
4,Footscray,224146,9,24905,244400.0,9.0,27156.0,468546.0,18.0,26030.0,145583.0,2.0,72792.0
5,Geelong,205047,9,22783,219500.0,9.0,24389.0,424547.0,18.0,23586.0,116671.0,2.0,58336.0
6,Hawthorn,153000,9,17000,195474.0,9.0,21719.0,348474.0,18.0,19360.0,,,
7,Melbourne,238345,9,26483,183000.0,9.0,20333.0,421345.0,18.0,23408.0,175048.0,3.0,58349.0
8,North Melbourne,172500,9,19167,173180.0,9.0,19242.0,345680.0,18.0,19204.0,42166.0,1.0,42166.0
9,Richmond,206000,9,22889,222360.0,9.0,24707.0,428360.0,18.0,23798.0,,,
10,South Melbourne,213500,9,23722,168581.0,9.0,18731.0,382081.0,18.0,21227.0,,,
11,St Kilda,160500,9,17833,139709.0,9.0,15523.0,300209.0,18.0,16678.0,,,
12,Totals,Home & Away:2437801 (22572),Finals:239734 (59934) ,Overall:2677535 (23907),,,,,,,,,
