,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,7000,Hawthorn v North Melbourne,Glenferrie Oval,1954.0
2,9500,North Melbourne v St Kilda,Arden St,1954.0
3,10000,Fitzroy v Melbourne,Brunswick St,1954.0
4,11000,Hawthorn v St Kilda,Glenferrie Oval,1954.0
5,11000,North Melbourne v Fitzroy,Arden St,1954.0
6,11500,St Kilda v Fitzroy,Junction Oval,1954.0
7,12000,Hawthorn v Fitzroy,Glenferrie Oval,1954.0
8,12000,Richmond v South Melbourne,Punt Rd,1954.0
9,12000,St Kilda v Geelong,Junction Oval,1954.0
10,12000,Fitzroy v St Kilda,Brunswick St,1954.0
11,12100,Carlton v Fitzroy,Princes Park,1954.0
12,14000,Hawthorn v Richmond,Glenferrie Oval,1954.0
13,14000,St Kilda v Hawthorn,Junction Oval,1954.0
14,14000,Fitzroy v South Melbourne,Brunswick St,1954.0
15,15000,North Melbourne v South Melbourne,Arden St,1954.0
16,15000,South Melbourne v North Melbourne,Lake Oval,1954.0
17,15000,Carlton v St Kilda,Princes Park,1954.0
18,15000,Geelong v Fitzroy,Kardinia Park,1954.0
19,16000,North Melbourne v Hawthorn,Arden St,1954.0
20,16000,St Kilda v Melbourne,Junction Oval,1954.0
