,0,1,2,3
0,Highest Home & Away Crowds,,,
1,45848,Melbourne v Collingwood,M.C.G.,1954.0
2,40000,Collingwood v Footscray,Victoria Park,1954.0
3,40000,Collingwood v Carlton,Victoria Park,1954.0
4,38000,South Melbourne v Carlton,Lake Oval,1954.0
5,37000,Collingwood v Essendon,Victoria Park,1954.0
6,36798,Melbourne v Essendon,M.C.G.,1954.0
7,36000,Essendon v Footscray,Windy Hill,1954.0
8,36000,Collingwood v Geelong,Victoria Park,1954.0
9,34000,Collingwood v Richmond,Victoria Park,1954.0
10,34000,Carlton v Hawthorn,Princes Park,1954.0
11,33400,Geelong v Footscray,Kardinia Park,1954.0
12,32500,Geelong v Collingwood,Kardinia Park,1954.0
13,31000,Carlton v Geelong,Princes Park,1954.0
14,30250,Footscray v Richmond,Western Oval,1954.0
15,30000,Footscray v Essendon,Western Oval,1954.0
16,30000,South Melbourne v Collingwood,Lake Oval,1954.0
17,30000,Richmond v Geelong,Punt Rd,1954.0
18,30000,North Melbourne v Collingwood,Arden St,1954.0
19,29744,Carlton v Essendon,Princes Park,1954.0
20,29406,Melbourne v Carlton,M.C.G.,1954.0
