,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,4846,North Melbourne v Hawthorn,Arden St,1967.0
2,7608,Fitzroy v Hawthorn,Princes Park,1967.0
3,7857,Hawthorn v Footscray,Glenferrie Oval,1967.0
4,8054,Fitzroy v Melbourne,Princes Park,1967.0
5,8508,South Melbourne v Footscray,Lake Oval,1967.0
6,8509,North Melbourne v Fitzroy,Arden St,1967.0
7,8824,Essendon v Footscray,Windy Hill,1967.0
8,9747,Fitzroy v Geelong,Princes Park,1967.0
9,9853,Fitzroy v St Kilda,Princes Park,1967.0
10,9879,Fitzroy v North Melbourne,Princes Park,1967.0
11,9916,South Melbourne v Geelong,Lake Oval,1967.0
12,10280,North Melbourne v Footscray,Arden St,1967.0
13,10363,Hawthorn v North Melbourne,Glenferrie Oval,1967.0
14,10669,Footscray v North Melbourne,Western Oval,1967.0
15,10869,Fitzroy v South Melbourne,Princes Park,1967.0
16,11323,South Melbourne v Hawthorn,Lake Oval,1967.0
17,11620,South Melbourne v Fitzroy,Lake Oval,1967.0
18,11727,Footscray v Fitzroy,Western Oval,1967.0
19,11967,North Melbourne v South Melbourne,Arden St,1967.0
20,12166,Fitzroy v Essendon,Princes Park,1967.0
