,0,1,2,3
0,Highest Home & Away Crowds,,,
1,71946,Richmond v Collingwood,M.C.G.,1967.0
2,56387,Richmond v Essendon,M.C.G.,1967.0
3,50348,Richmond v Geelong,M.C.G.,1967.0
4,48513,Melbourne v Carlton,M.C.G.,1967.0
5,48209,Richmond v St Kilda,M.C.G.,1967.0
6,45723,Melbourne v South Melbourne,M.C.G.,1967.0
7,44382,St Kilda v Carlton,Moorabbin Oval,1967.0
8,43599,Carlton v Collingwood,Princes Park,1967.0
9,39510,Richmond v Melbourne,M.C.G.,1967.0
10,39049,Carlton v Richmond,Princes Park,1967.0
11,37959,Melbourne v Geelong,M.C.G.,1967.0
12,36121,Collingwood v Geelong,Victoria Park,1967.0
13,35151,Geelong v Collingwood,Kardinia Park,1967.0
14,34784,Collingwood v Carlton,Victoria Park,1967.0
15,34633,Essendon v Collingwood,Windy Hill,1967.0
16,34616,Geelong v Richmond,Kardinia Park,1967.0
17,34447,Richmond v North Melbourne,M.C.G.,1967.0
18,33714,Collingwood v South Melbourne,Victoria Park,1967.0
19,32342,St Kilda v Richmond,Moorabbin Oval,1967.0
20,32174,Carlton v St Kilda,Princes Park,1967.0
