, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,192000,9,21333,189000.0,9.0,21000.0,381000.0,18.0,21167.0,179497.0,3.0,59832.0
1,Collingwood,149500,9,16611,160698.0,9.0,17855.0,310198.0,18.0,17233.0,97656.0,2.0,48828.0
2,Essendon,134000,9,14889,124500.0,9.0,13833.0,258500.0,18.0,14361.0,,,
3,Fitzroy,117000,9,13000,124807.0,9.0,13867.0,241807.0,18.0,13434.0,,,
4,Footscray,132000,9,14667,181500.0,9.0,20167.0,313500.0,18.0,17417.0,,,
5,Geelong,97000,9,10778,139000.0,9.0,15444.0,236000.0,18.0,13111.0,,,
6,Hawthorn,79500,9,8833,84986.0,9.0,9443.0,164486.0,18.0,9138.0,,,
7,Melbourne,96767,9,10752,93500.0,9.0,10389.0,190267.0,18.0,10570.0,,,
8,North Melbourne,114000,9,12667,105246.0,9.0,11694.0,219246.0,18.0,12180.0,,,
9,Richmond,181000,9,20111,162000.0,9.0,18000.0,343000.0,18.0,19056.0,133050.0,2.0,66525.0
10,South Melbourne,233500,9,25944,173783.0,9.0,19309.0,407283.0,18.0,22627.0,51209.0,1.0,51209.0
11,St Kilda,120000,9,13333,107247.0,9.0,11916.0,227247.0,18.0,12625.0,,,
12,Totals,Home & Away:1646267 (15243),Finals:230706 (57677) ,Overall:1876973 (16759),,,,,,,,,
