,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,5500,Hawthorn v Geelong,Glenferrie Oval,1932.0
2,6000,Hawthorn v St Kilda,Glenferrie Oval,1932.0
3,6000,North Melbourne v Hawthorn,Arden St,1932.0
4,6000,North Melbourne v Fitzroy,Arden St,1932.0
5,6000,Geelong v Melbourne,Corio Oval,1932.0
6,6486,Melbourne v Hawthorn,M.C.G.,1932.0
7,6500,Geelong v Fitzroy,Corio Oval,1932.0
8,7000,Hawthorn v Essendon,Glenferrie Oval,1932.0
9,7000,Melbourne v Geelong,Olympic Park,1932.0
10,7000,North Melbourne v St Kilda,Arden St,1932.0
11,7000,Collingwood v Melbourne,Victoria Park,1932.0
12,7000,Essendon v Hawthorn,Windy Hill,1932.0
13,7246,Melbourne v North Melbourne,M.C.G.,1932.0
14,7500,Hawthorn v Footscray,Glenferrie Oval,1932.0
15,7500,Fitzroy v Hawthorn,Brunswick St,1932.0
16,8000,Hawthorn v Melbourne,Glenferrie Oval,1932.0
17,9000,Hawthorn v Carlton,Glenferrie Oval,1932.0
18,9000,St Kilda v Collingwood,Junction Oval,1932.0
19,9000,Collingwood v Hawthorn,Victoria Park,1932.0
20,9000,Essendon v North Melbourne,Windy Hill,1932.0
