,0,1,2,3
0,Highest Home & Away Crowds,,,
1,41000,South Melbourne v Carlton,Lake Oval,1932.0
2,38000,South Melbourne v Geelong,Lake Oval,1932.0
3,38000,South Melbourne v Collingwood,Lake Oval,1932.0
4,35000,Richmond v South Melbourne,Punt Rd,1932.0
5,33000,Collingwood v Carlton,Victoria Park,1932.0
6,32000,Carlton v Collingwood,Princes Park,1932.0
7,31000,Carlton v Richmond,Princes Park,1932.0
8,30000,Essendon v Footscray,Windy Hill,1932.0
9,30000,South Melbourne v Footscray,Lake Oval,1932.0
10,28000,Carlton v South Melbourne,Princes Park,1932.0
11,28000,South Melbourne v Essendon,Lake Oval,1932.0
12,26000,Richmond v Geelong,Punt Rd,1932.0
13,25000,Fitzroy v Carlton,Brunswick St,1932.0
14,25000,Collingwood v Footscray,Victoria Park,1932.0
15,25000,Richmond v Footscray,Punt Rd,1932.0
16,25000,Richmond v St Kilda,Punt Rd,1932.0
17,24500,Richmond v Carlton,Punt Rd,1932.0
18,23000,Carlton v Footscray,Princes Park,1932.0
19,23000,North Melbourne v South Melbourne,Arden St,1932.0
20,21500,Footscray v Fitzroy,Western Oval,1932.0
