, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,259919,11,23629,312391.0,11.0,28399.0,572310.0,22.0,26014.0,,,
1,Collingwood,336614,11,30601,393653.0,11.0,35787.0,730267.0,22.0,33194.0,294136.0,3.0,98045.0
2,Essendon,205087,11,18644,235355.0,11.0,21396.0,440442.0,22.0,20020.0,,,
3,Fitzroy,136349,11,12395,150923.0,11.0,13720.0,287272.0,22.0,13058.0,,,
4,Footscray,188946,11,17177,179086.0,11.0,16281.0,368032.0,22.0,16729.0,,,
5,Geelong,192748,11,17523,188815.0,11.0,17165.0,381563.0,22.0,17344.0,,,
6,Hawthorn,228509,11,20774,226874.0,11.0,20625.0,455383.0,22.0,20699.0,212731.0,3.0,70910.0
7,Melbourne,251362,11,22851,176783.0,11.0,16071.0,428145.0,22.0,19461.0,,,
8,North Melbourne,189808,11,17255,223079.0,11.0,20280.0,412887.0,22.0,18768.0,380130.0,5.0,76026.0
9,Richmond,390361,11,35487,268864.0,11.0,24442.0,659225.0,22.0,29965.0,111768.0,2.0,55884.0
10,South Melbourne,199531,11,18139,230314.0,11.0,20938.0,429845.0,22.0,19538.0,63663.0,1.0,63663.0
11,St Kilda,193773,11,17616,186870.0,11.0,16988.0,380643.0,22.0,17302.0,,,
12,Totals,Home & Away:2773007 (21008),Finals:531214 (75888) ,Overall:3304221 (23771),,,,,,,,,
