,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,7575,Fitzroy v Melbourne,Junction Oval,1977.0
2,7644,Fitzroy v Geelong,Junction Oval,1977.0
3,8234,Hawthorn v Fitzroy,Princes Park,1977.0
4,8588,South Melbourne v Melbourne,Lake Oval,1977.0
5,8682,Fitzroy v Footscray,Junction Oval,1977.0
6,8880,Hawthorn v Melbourne,Princes Park,1977.0
7,8904,North Melbourne v Fitzroy,Arden St,1977.0
8,9027,North Melbourne v Hawthorn,Arden St,1977.0
9,10016,Hawthorn v Geelong,Princes Park,1977.0
10,10180,Essendon v Fitzroy,Windy Hill,1977.0
11,10188,Fitzroy v South Melbourne,Junction Oval,1977.0
12,10348,Hawthorn v Footscray,Princes Park,1977.0
13,10428,Fitzroy v Hawthorn,Junction Oval,1977.0
14,10848,Fitzroy v Carlton,Junction Oval,1977.0
15,11010,Geelong v Footscray,Waverley Park,1977.0
16,11253,North Melbourne v Melbourne,Arden St,1977.0
17,11259,Melbourne v Fitzroy,Waverley Park,1977.0
18,11443,South Melbourne v Hawthorn,Lake Oval,1977.0
19,11481,Carlton v Geelong,Princes Park,1977.0
20,11506,St Kilda v North Melbourne,Moorabbin Oval,1977.0
