,Crowds by Round,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0
,Round,Total,Games,Ave.
0,Round 1,116577,6,19430
1,Round 2,130000,6,21667
2,Round 3,118000,6,19667
3,Round 4,121394,6,20232
4,Round 5,138000,6,23000
5,Round 6,120311,6,20052
6,Round 7,116000,6,19333
7,Round 8,180502,6,30084
8,Round 9,119000,6,19833
9,Round 10,127982,6,21330
10,Round 11,107500,6,17917
11,Round 12,105000,6,17500
12,Round 13,120000,6,20000
13,Round 14,124165,6,20694
14,Round 15,73500,6,12250
15,Round 16,95815,6,15969
16,Round 17,90500,6,15083
17,Round 18,97755,6,16293
18,Finals,289658,4,72415
