,0,1,2,3
0,Highest Home & Away Crowds,,,
1,72393,Sydney v Collingwood,Stadium Australia,2003.0
2,68381,Collingwood v Essendon,M.C.G.,2003.0
3,62589,Essendon v Collingwood,M.C.G.,2003.0
4,61868,Collingwood v Brisbane Lions,M.C.G.,2003.0
5,61058,Collingwood v Richmond,M.C.G.,2003.0
6,60010,Melbourne v Collingwood,M.C.G.,2003.0
7,54655,Richmond v Collingwood,M.C.G.,2003.0
8,54500,Collingwood v Carlton,M.C.G.,2003.0
9,53312,Kangaroos v Collingwood,Docklands,2003.0
10,52196,Richmond v Essendon,M.C.G.,2003.0
11,51894,Carlton v Collingwood,M.C.G.,2003.0
12,51140,Adelaide v Port Adelaide,Football Park,2003.0
13,49148,St Kilda v Essendon,Docklands,2003.0
14,48374,Essendon v Geelong,Docklands,2003.0
15,48131,Port Adelaide v Adelaide,Football Park,2003.0
16,48006,Hawthorn v Essendon,M.C.G.,2003.0
17,47744,Essendon v Brisbane Lions,Docklands,2003.0
18,47365,Collingwood v Hawthorn,M.C.G.,2003.0
19,46945,Adelaide v Sydney,Football Park,2003.0
20,46096,Collingwood v St Kilda,Docklands,2003.0
