, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Adelaide,489765,11,44524,344815.0,11.0,31347.0,834580.0,22.0,37935.0,71073.0,2.0,35537.0
1,Brisbane Lions,348892,11,31717,342033.0,11.0,31094.0,690925.0,22.0,31406.0,248994.0,4.0,62249.0
2,Carlton,301824,11,27439,426799.0,11.0,38800.0,728623.0,22.0,33119.0,,,
3,Collingwood,551364,11,50124,568522.0,11.0,51684.0,1119886.0,22.0,50904.0,222948.0,3.0,74316.0
4,Essendon,479099,11,43554,479398.0,11.0,43582.0,958497.0,22.0,43568.0,79327.0,2.0,39664.0
5,Fremantle,337486,11,30681,317582.0,11.0,28871.0,655068.0,22.0,29776.0,42770.0,1.0,42770.0
6,Geelong,285685,11,25971,338224.0,11.0,30748.0,623909.0,22.0,28360.0,,,
7,Hawthorn,326450,11,29677,359533.0,11.0,32685.0,685983.0,22.0,31181.0,,,
8,Kangaroos,322218,11,29293,333636.0,11.0,30331.0,655854.0,22.0,29812.0,,,
9,Melbourne,307459,11,27951,336687.0,11.0,30608.0,644146.0,22.0,29279.0,,,
10,Port Adelaide,350296,11,31845,278225.0,11.0,25293.0,628521.0,22.0,28569.0,147930.0,3.0,49310.0
11,Richmond,391933,11,35630,438908.0,11.0,39901.0,830841.0,22.0,37766.0,,,
12,St Kilda,321393,11,29218,346626.0,11.0,31511.0,668019.0,22.0,30365.0,,,
13,Sydney,365181,11,33198,311900.0,11.0,28355.0,677081.0,22.0,30776.0,104987.0,2.0,52494.0
14,West Coast,418847,11,38077,332220.0,11.0,30202.0,751067.0,22.0,34139.0,38641.0,1.0,38641.0
15,Western Bulldogs,275428,11,25039,318212.0,11.0,28928.0,593640.0,22.0,26984.0,,,
16,Totals,Home & Away:5873320 (33371),Finals:478335 (53148) ,Overall:6351655 (34333),,,,,,,,,
