,Crowds by Round,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0
,Round,Total,Games,Ave.
0,Round 1,306757,8,38345
1,Round 2,234888,8,29361
2,Round 3,233635,8,29204
3,Round 4,257250,8,32156
4,Round 5,314484,8,39311
5,Round 6,232226,8,29028
6,Round 7,258955,8,32369
7,Round 8,254960,8,31870
8,Round 9,249889,8,31236
9,Round 10,243524,8,30441
10,Round 11,318153,8,39769
11,Round 12,270248,8,33781
12,Round 13,250655,8,31332
13,Round 14,282289,8,35286
14,Round 15,257033,8,32129
15,Round 16,272188,8,34024
16,Round 17,270390,8,33799
17,Round 18,256958,8,32120
18,Round 19,284751,8,35594
19,Round 20,253548,8,31694
20,Round 21,287415,8,35927
21,Round 22,283124,8,35391
22,Finals,478335,9,53148
