,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,6435,North Melbourne v Geelong,Arden St,1970.0
2,7458,Fitzroy v North Melbourne,Junction Oval,1970.0
3,8061,Hawthorn v North Melbourne,Glenferrie Oval,1970.0
4,8442,North Melbourne v Fitzroy,Arden St,1970.0
5,8837,North Melbourne v Richmond,Arden St,1970.0
6,8952,North Melbourne v Essendon,Arden St,1970.0
7,9467,Fitzroy v Melbourne,Junction Oval,1970.0
8,9755,Essendon v Melbourne,Windy Hill,1970.0
9,10007,North Melbourne v St Kilda,Arden St,1970.0
10,10182,North Melbourne v Melbourne,Arden St,1970.0
11,10301,Footscray v Fitzroy,Waverley Park,1970.0
12,11016,North Melbourne v South Melbourne,Arden St,1970.0
13,11398,Fitzroy v Footscray,Junction Oval,1970.0
14,11626,Fitzroy v Hawthorn,Junction Oval,1970.0
15,12264,Fitzroy v Essendon,Junction Oval,1970.0
16,12407,South Melbourne v North Melbourne,Lake Oval,1970.0
17,12542,North Melbourne v Carlton,Waverley Park,1970.0
18,13054,Essendon v Hawthorn,Windy Hill,1970.0
19,13118,Footscray v North Melbourne,Western Oval,1970.0
20,13196,Hawthorn v Melbourne,Glenferrie Oval,1970.0
