,Crowds by Round,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0
,Round,Total,Games,Ave.
0,Round 1,349093,8,43637
1,Round 2,281844,8,35231
2,Round 3,315160,8,39395
3,Round 4,278119,8,34765
4,Round 5,264220,8,33028
5,Round 6,321009,8,40126
6,Round 7,245638,8,30705
7,Round 8,299595,8,37449
8,Round 9,304743,8,38093
9,Round 10,241923,8,30240
10,Round 11,300217,8,37527
11,Round 12,255468,8,31934
12,Round 13,311584,8,38948
13,Round 14,280235,8,35029
14,Round 15,266970,8,33371
15,Round 16,282692,8,35337
16,Round 17,361450,8,45181
17,Round 18,252735,8,31592
18,Round 19,263088,8,32886
19,Round 20,283738,8,35467
20,Round 21,302442,8,37805
21,Round 22,308438,8,38555
22,Finals,615283,9,68365
