,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,7311,Melbourne v Sydney,Manuka Oval,2009.0
2,9112,St Kilda v Melbourne,Carrara,2009.0
3,10294,Carlton v Fremantle,Carrara,2009.0
4,11174,Richmond v Adelaide,Carrara,2009.0
5,11306,Western Bulldogs v Port Adelaide,Marrara Oval,2009.0
6,12542,Western Bulldogs v Sydney,Manuka Oval,2009.0
7,13004,Melbourne v Fremantle,M.C.G.,2009.0
8,14129,Melbourne v Adelaide,M.C.G.,2009.0
9,14342,North Melbourne v Port Adelaide,Docklands,2009.0
10,15008,Hawthorn v North Melbourne,York Park,2009.0
11,15436,North Melbourne v Fremantle,Docklands,2009.0
12,15580,Geelong v Brisbane Lions,Kardinia Park,2009.0
13,15888,Melbourne v Port Adelaide,M.C.G.,2009.0
14,16594,North Melbourne v Melbourne,Docklands,2009.0
15,16710,Hawthorn v Brisbane Lions,York Park,2009.0
16,17284,Port Adelaide v North Melbourne,Football Park,2009.0
17,17880,Hawthorn v West Coast,York Park,2009.0
18,18196,Geelong v Fremantle,Kardinia Park,2009.0
19,18418,Port Adelaide v Fremantle,Football Park,2009.0
20,19065,Western Bulldogs v Fremantle,Docklands,2009.0
