, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,247730,9,27526,242916.0,9.0,26991.0,490646.0,18.0,27258.0,69455.0,1.0,69455.0
1,Collingwood,247183,9,27465,254105.0,9.0,28234.0,501288.0,18.0,27849.0,,,
2,Essendon,214000,9,23778,267302.0,9.0,29700.0,481302.0,18.0,26739.0,170556.0,2.0,85278.0
3,Fitzroy,154500,9,17167,188486.0,9.0,20943.0,342986.0,18.0,19055.0,,,
4,Footscray,239550,9,26617,252495.0,9.0,28055.0,492045.0,18.0,27336.0,,,
5,Geelong,169057,9,18784,202241.0,9.0,22471.0,371298.0,18.0,20628.0,,,
6,Hawthorn,201000,9,22333,194120.0,9.0,21569.0,395120.0,18.0,21951.0,143545.0,2.0,71773.0
7,Melbourne,345049,9,38339,189312.0,9.0,21035.0,534361.0,18.0,29687.0,244646.0,3.0,81549.0
8,North Melbourne,145000,9,16111,151941.0,9.0,16882.0,296941.0,18.0,16497.0,,,
9,Richmond,187500,9,20833,213315.0,9.0,23702.0,400815.0,18.0,22268.0,,,
10,South Melbourne,180360,9,20040,206918.0,9.0,22991.0,387278.0,18.0,21515.0,,,
11,St Kilda,220900,9,24544,188678.0,9.0,20964.0,409578.0,18.0,22754.0,,,
12,Totals,Home & Away:2551829 (23628),Finals:314101 (78525) ,Overall:2865930 (25589),,,,,,,,,
