, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Adelaide,393406,11,35764,293101.0,11.0,26646.0,686507.0,22.0,31205.0,,,
1,Brisbane Lions,329264,11,29933,310318.0,11.0,28211.0,639582.0,22.0,29072.0,,,
2,Carlton,528094,11,48009,518485.0,11.0,47135.0,1046579.0,22.0,47572.0,41596.0,1.0,41596.0
3,Collingwood,695816,11,63256,610645.0,11.0,55513.0,1306461.0,22.0,59385.0,355655.0,4.0,88914.0
4,Essendon,486027,11,44184,523810.0,11.0,47619.0,1009837.0,22.0,45902.0,,,
5,Fremantle,402288,11,36572,300310.0,11.0,27301.0,702598.0,22.0,31936.0,87775.0,2.0,43888.0
6,Geelong,430471,11,39134,552987.0,11.0,50272.0,983458.0,22.0,44703.0,203905.0,3.0,67968.0
7,Hawthorn,416639,11,37876,505497.0,11.0,45954.0,922136.0,22.0,41915.0,42719.0,1.0,42719.0
8,Melbourne,411169,11,37379,388720.0,11.0,35338.0,799889.0,22.0,36359.0,,,
9,North Melbourne,262356,11,23851,341230.0,11.0,31021.0,603586.0,22.0,27436.0,,,
10,Port Adelaide,253481,11,23044,281075.0,11.0,25552.0,534556.0,22.0,24298.0,,,
11,Richmond,411969,11,37452,422775.0,11.0,38434.0,834744.0,22.0,37943.0,,,
12,St Kilda,418252,11,38023,413547.0,11.0,37595.0,831799.0,22.0,37809.0,320171.0,4.0,80043.0
13,Sydney,337425,11,30675,315625.0,11.0,28693.0,653050.0,22.0,29684.0,81192.0,2.0,40596.0
14,West Coast,384239,11,34931,309089.0,11.0,28099.0,693328.0,22.0,31515.0,,,
15,Western Bulldogs,334918,11,30447,408600.0,11.0,37145.0,743518.0,22.0,33796.0,168835.0,3.0,56278.0
16,Totals,Home & Away:6495814 (36908),Finals:650924 (65092) ,Overall:7146738 (38423),,,,,,,,,
