, ,Home & Away,Finals,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0
,Venue,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Arden St,107000,9,11889,,,
1,Brunswick St,130000,9,14444,,,
2,Glenferrie Oval,86000,9,9556,,,
3,Junction Oval,254500,18,14139,137542.0,4.0,34386.0
4,Kardinia Park,67750,9,7528,,,
5,Princes Park,161000,9,17889,,,
6,Punt Rd,278500,18,15472,,,
7,Victoria Park,93500,9,10389,,,
8,Western Oval,129500,9,14389,,,
9,Windy Hill,116000,9,12889,,,
