, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,161000,9,17889,168000.0,9.0,18667.0,329000.0,18.0,18278.0,,,
1,Collingwood,93500,9,10389,102500.0,9.0,11389.0,196000.0,18.0,10889.0,,,
2,Essendon,116000,9,12889,139250.0,9.0,15472.0,255250.0,18.0,14181.0,62542.0,2.0,31271.0
3,Fitzroy,130000,9,14444,135500.0,9.0,15056.0,265500.0,18.0,14750.0,75000.0,2.0,37500.0
4,Footscray,129500,9,14389,142000.0,9.0,15778.0,271500.0,18.0,15083.0,24542.0,1.0,24542.0
5,Geelong,67750,9,7528,65500.0,9.0,7278.0,133250.0,18.0,7403.0,,,
6,Hawthorn,86000,9,9556,77000.0,9.0,8556.0,163000.0,18.0,9056.0,,,
7,Melbourne,88500,9,9833,102000.0,9.0,11333.0,190500.0,18.0,10583.0,,,
8,North Melbourne,107000,9,11889,103500.0,9.0,11500.0,210500.0,18.0,11694.0,,,
9,Richmond,190000,9,21111,184500.0,9.0,20500.0,374500.0,18.0,20806.0,113000.0,3.0,37667.0
10,South Melbourne,140500,9,15611,107000.0,9.0,11889.0,247500.0,18.0,13750.0,,,
11,St Kilda,114000,9,12667,97000.0,9.0,10778.0,211000.0,18.0,11722.0,,,
12,Totals,Home & Away:1423750 (13183),Finals:137542 (34386) ,Overall:1561292 (13940),,,,,,,,,
