,0,1,2,3
0,Highest Home & Away Crowds,,,
1,40000,Carlton v South Melbourne,Princes Park,1935.0
2,36000,Fitzroy v Collingwood,Brunswick St,1935.0
3,35000,Fitzroy v Richmond,Brunswick St,1935.0
4,35000,Carlton v Richmond,Princes Park,1935.0
5,35000,South Melbourne v Carlton,Lake Oval,1935.0
6,35000,Richmond v South Melbourne,Punt Rd,1935.0
7,33000,Carlton v St Kilda,Princes Park,1935.0
8,33000,South Melbourne v Fitzroy,Lake Oval,1935.0
9,31000,South Melbourne v Collingwood,Lake Oval,1935.0
10,30000,Collingwood v South Melbourne,Victoria Park,1935.0
11,30000,Richmond v Carlton,Punt Rd,1935.0
12,29000,St Kilda v Carlton,Junction Oval,1935.0
13,28000,South Melbourne v Footscray,Lake Oval,1935.0
14,28000,South Melbourne v Richmond,Lake Oval,1935.0
15,27572,Melbourne v Richmond,M.C.G.,1935.0
16,26000,Essendon v Richmond,Windy Hill,1935.0
17,25000,Richmond v Collingwood,Punt Rd,1935.0
18,24000,Carlton v Fitzroy,Princes Park,1935.0
19,23000,Carlton v Geelong,Princes Park,1935.0
20,23000,Hawthorn v Carlton,Glenferrie Oval,1935.0
