,Crowds by Round,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0
,Round,Total,Games,Ave.
0,Round 1,113617,6,18936
1,Round 2,133500,6,22250
2,Round 3,112288,6,18715
3,Round 4,104000,6,17333
4,Round 5,116757,6,19460
5,Round 6,128711,6,21452
6,Round 7,93000,6,15500
7,Round 8,89546,6,14924
8,Round 9,47000,6,7833
9,Round 10,89000,6,14833
10,Round 11,90086,6,15014
11,Round 12,88500,6,14750
12,Round 13,81817,6,13636
13,Round 14,75000,6,12500
14,Round 15,103572,6,17262
15,Round 16,84000,6,14000
16,Round 17,71000,6,11833
17,Round 18,78084,6,13014
18,Finals,203870,4,50968
