, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,216000,9,24000,197046.0,9.0,21894.0,413046.0,18.0,22947.0,49759.0,1.0,49759.0
1,Collingwood,135000,9,15000,173557.0,9.0,19284.0,308557.0,18.0,17142.0,154111.0,3.0,51370.0
2,Essendon,128500,9,14278,110617.0,9.0,12291.0,239117.0,18.0,13284.0,,,
3,Fitzroy,157500,9,17500,167500.0,9.0,18611.0,325000.0,18.0,18056.0,,,
4,Footscray,116000,9,12889,138500.0,9.0,15389.0,254500.0,18.0,14139.0,,,
5,Geelong,92700,9,10300,110817.0,9.0,12313.0,203517.0,18.0,11307.0,,,
6,Hawthorn,91500,9,10167,69288.0,9.0,7699.0,160788.0,18.0,8933.0,,,
7,Melbourne,146278,9,16253,93000.0,9.0,10333.0,239278.0,18.0,13293.0,,,
8,North Melbourne,77500,9,8611,85084.0,9.0,9454.0,162584.0,18.0,9032.0,,,
9,Richmond,168500,9,18722,208572.0,9.0,23175.0,377072.0,18.0,20948.0,95950.0,2.0,47975.0
10,South Melbourne,201000,9,22333,196286.0,9.0,21810.0,397286.0,18.0,22071.0,107920.0,2.0,53960.0
11,St Kilda,169000,9,18778,149211.0,9.0,16579.0,318211.0,18.0,17678.0,,,
12,Totals,Home & Away:1699478 (15736),Finals:203870 (50968) ,Overall:1903348 (16994),,,,,,,,,
