,Crowds by Round,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0
,Round,Total,Games,Ave.
0,Round 1,149973,6,24996
1,Round 2,125327,6,20888
2,Round 3,146955,6,24493
3,Round 4,142305,6,23718
4,Round 5,163523,6,27254
5,Round 6,134016,6,22336
6,Round 7,120587,6,20098
7,Round 8,131952,6,21992
8,Round 9,146622,6,24437
9,Round 10,179852,6,29975
10,Round 11,134288,6,22381
11,Round 12,122366,6,20394
12,Round 13,126195,6,21033
13,Round 14,141047,6,23508
14,Round 15,105417,6,17570
15,Round 16,135588,6,22598
16,Round 17,145307,6,24218
17,Round 18,136289,6,22715
18,Round 19,107985,6,17998
19,Round 20,159728,6,26621
20,Round 21,122664,6,20444
21,Round 22,146886,6,24481
22,Finals,453143,6,75524
