,0,1,2,3
0,Highest Home & Away Crowds,,,
1,72669,St Kilda v Collingwood,Waverley Park,1978.0
2,59680,Richmond v Collingwood,M.C.G.,1978.0
3,49511,Richmond v Carlton,M.C.G.,1978.0
4,46086,Hawthorn v Collingwood,Waverley Park,1978.0
5,43388,St Kilda v Geelong,Waverley Park,1978.0
6,43365,Carlton v Collingwood,Princes Park,1978.0
7,41878,Richmond v Essendon,M.C.G.,1978.0
8,40285,Melbourne v Collingwood,M.C.G.,1978.0
9,39097,North Melbourne v Hawthorn,Waverley Park,1978.0
10,35850,St Kilda v Carlton,Moorabbin Oval,1978.0
11,35602,Richmond v St Kilda,M.C.G.,1978.0
12,34665,Collingwood v Essendon,Victoria Park,1978.0
13,34516,Carlton v Essendon,Waverley Park,1978.0
14,34212,Richmond v Melbourne,M.C.G.,1978.0
15,33902,Collingwood v North Melbourne,Victoria Park,1978.0
16,32246,Collingwood v Fitzroy,Waverley Park,1978.0
17,31717,South Melbourne v Richmond,Waverley Park,1978.0
18,31677,Hawthorn v St Kilda,Waverley Park,1978.0
19,31636,Collingwood v Geelong,Waverley Park,1978.0
20,31537,Collingwood v St Kilda,Victoria Park,1978.0
