, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,285479,11,25953,313530.0,11.0,28503.0,599009.0,22.0,27228.0,149438.0,2.0,74719.0
1,Collingwood,319579,11,29053,415787.0,11.0,37799.0,735366.0,22.0,33426.0,245218.0,3.0,81739.0
2,Essendon,250330,11,22757,282150.0,11.0,25650.0,532480.0,22.0,24204.0,,,
3,Fitzroy,163548,11,14868,200900.0,11.0,18264.0,364448.0,22.0,16566.0,,,
4,Footscray,203426,11,18493,197905.0,11.0,17991.0,401331.0,22.0,18242.0,,,
5,Geelong,221244,11,20113,221523.0,11.0,20138.0,442767.0,22.0,20126.0,57505.0,1.0,57505.0
6,Hawthorn,212636,11,19331,245998.0,11.0,22363.0,458634.0,22.0,20847.0,230351.0,3.0,76784.0
7,Melbourne,220902,11,20082,176706.0,11.0,16064.0,397608.0,22.0,18073.0,,,
8,North Melbourne,233158,11,21196,268538.0,11.0,24413.0,501696.0,22.0,22804.0,223774.0,3.0,74591.0
9,Richmond,369460,11,33587,234275.0,11.0,21298.0,603735.0,22.0,27443.0,,,
10,South Melbourne,220660,11,20060,215913.0,11.0,19628.0,436573.0,22.0,19844.0,,,
11,St Kilda,324450,11,29495,251647.0,11.0,22877.0,576097.0,22.0,26186.0,,,
12,Totals,Home & Away:3024872 (22916),Finals:453143 (75524) ,Overall:3478015 (25203),,,,,,,,,
