,0,1,2,3
0,Highest Home & Away Crowds,,,
1,68447,Richmond v Footscray,M.C.G.,1974.0
2,66829,Richmond v Collingwood,M.C.G.,1974.0
3,54173,North Melbourne v Carlton,Waverley Park,1974.0
4,47524,Carlton v Collingwood,Waverley Park,1974.0
5,40394,Richmond v North Melbourne,Waverley Park,1974.0
6,38734,Richmond v Hawthorn,M.C.G.,1974.0
7,36729,Collingwood v Richmond,Victoria Park,1974.0
8,36708,Melbourne v St Kilda,M.C.G.,1974.0
9,36416,Richmond v Carlton,M.C.G.,1974.0
10,35064,Essendon v St Kilda,Waverley Park,1974.0
11,34478,Richmond v Essendon,M.C.G.,1974.0
12,33785,Collingwood v South Melbourne,Waverley Park,1974.0
13,32961,Collingwood v Carlton,Victoria Park,1974.0
14,32688,Carlton v Richmond,Princes Park,1974.0
15,32651,Richmond v South Melbourne,M.C.G.,1974.0
16,31483,Richmond v Geelong,M.C.G.,1974.0
17,30493,Collingwood v Essendon,Victoria Park,1974.0
18,30216,Hawthorn v Collingwood,Princes Park,1974.0
19,29784,St Kilda v Richmond,Moorabbin Oval,1974.0
20,28964,Carlton v St Kilda,Princes Park,1974.0
