, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,280815,11,25529,292982.0,11.0,26635.0,573797.0,22.0,26082.0,,,
1,Collingwood,295925,11,26902,329799.0,11.0,29982.0,625724.0,22.0,28442.0,142758.0,2.0,71379.0
2,Essendon,230529,11,20957,233301.0,11.0,21209.0,463830.0,22.0,21083.0,,,
3,Fitzroy,141477,11,12862,153430.0,11.0,13948.0,294907.0,22.0,13405.0,,,
4,Footscray,214336,11,19485,241879.0,11.0,21989.0,456215.0,22.0,20737.0,57912.0,1.0,57912.0
5,Geelong,199195,11,18109,197769.0,11.0,17979.0,396964.0,22.0,18044.0,,,
6,Hawthorn,186845,11,16986,217122.0,11.0,19738.0,403967.0,22.0,18362.0,250627.0,3.0,83542.0
7,Melbourne,231719,11,21065,160227.0,11.0,14566.0,391946.0,22.0,17816.0,,,
8,North Melbourne,218197,11,19836,244246.0,11.0,22204.0,462443.0,22.0,21020.0,337189.0,4.0,84297.0
9,Richmond,422012,11,38365,253642.0,11.0,23058.0,675654.0,22.0,30712.0,171408.0,2.0,85704.0
10,South Melbourne,136059,11,12369,193600.0,11.0,17600.0,329659.0,22.0,14985.0,,,
11,St Kilda,206544,11,18777,245656.0,11.0,22332.0,452200.0,22.0,20555.0,,,
12,Totals,Home & Away:2763653 (20937),Finals:479947 (79991) ,Overall:3243600 (23504),,,,,,,,,
