,0,1,2,3
0,Highest Home & Away Crowds,,,
1,87638,Essendon v Collingwood,M.C.G.,1993.0
2,87573,Collingwood v Essendon,M.C.G.,1993.0
3,86196,Carlton v Collingwood,M.C.G.,1993.0
4,84054,Collingwood v Carlton,M.C.G.,1993.0
5,67035,Carlton v Essendon,M.C.G.,1993.0
6,58997,Footscray v Collingwood,M.C.G.,1993.0
7,57833,Melbourne v Collingwood,M.C.G.,1993.0
8,55693,North Melbourne v Essendon,M.C.G.,1993.0
9,51211,St Kilda v Carlton,Waverley Park,1993.0
10,50567,Essendon v Fitzroy,M.C.G.,1993.0
11,49980,Richmond v Collingwood,M.C.G.,1993.0
12,49856,Essendon v Carlton,M.C.G.,1993.0
13,48522,Adelaide v Collingwood,Football Park,1993.0
14,47705,North Melbourne v Hawthorn,M.C.G.,1993.0
15,47295,Hawthorn v Essendon,Waverley Park,1993.0
16,46689,Adelaide v Hawthorn,Football Park,1993.0
17,46667,Adelaide v St Kilda,Football Park,1993.0
18,46588,Essendon v Geelong,M.C.G.,1993.0
19,46496,Adelaide v Geelong,Football Park,1993.0
20,46310,Adelaide v Melbourne,Football Park,1993.0
