,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,6025,Richmond v West Coast,Princes Park,1993.0
2,6214,Fitzroy v Brisbane Bears,Princes Park,1993.0
3,8180,Sydney v North Melbourne,S.C.G.,1993.0
4,8214,Sydney v Fitzroy,S.C.G.,1993.0
5,8250,Sydney v Melbourne,S.C.G.,1993.0
6,8545,Fitzroy v Adelaide,Princes Park,1993.0
7,8653,North Melbourne v Brisbane Bears,M.C.G.,1993.0
8,8794,Sydney v West Coast,S.C.G.,1993.0
9,8797,Brisbane Bears v Richmond,Gabba,1993.0
10,8916,Brisbane Bears v Sydney,Gabba,1993.0
11,9023,Sydney v Essendon,S.C.G.,1993.0
12,9046,Brisbane Bears v West Coast,Gabba,1993.0
13,9214,Sydney v Carlton,S.C.G.,1993.0
14,9230,North Melbourne v Sydney,Princes Park,1993.0
15,9594,Sydney v Geelong,S.C.G.,1993.0
16,9609,Brisbane Bears v North Melbourne,Gabba,1993.0
17,9756,Sydney v St Kilda,S.C.G.,1993.0
18,9893,Brisbane Bears v Fitzroy,Gabba,1993.0
19,10144,Sydney v Hawthorn,S.C.G.,1993.0
20,10257,Fitzroy v Sydney,Princes Park,1993.0
