,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,6000,Hawthorn v North Melbourne,Glenferrie Oval,1936.0
2,6000,Hawthorn v Geelong,Glenferrie Oval,1936.0
3,6000,Footscray v Geelong,Western Oval,1936.0
4,6000,Geelong v Hawthorn,Corio Oval,1936.0
5,7000,North Melbourne v Richmond,Arden St,1936.0
6,7000,North Melbourne v Essendon,Arden St,1936.0
7,7000,Collingwood v Hawthorn,Victoria Park,1936.0
8,7000,Fitzroy v St Kilda,Brunswick St,1936.0
9,7000,Geelong v Fitzroy,Corio Oval,1936.0
10,7500,St Kilda v Essendon,Junction Oval,1936.0
11,8000,Hawthorn v Fitzroy,Glenferrie Oval,1936.0
12,8000,North Melbourne v Melbourne,Arden St,1936.0
13,8000,North Melbourne v St Kilda,Arden St,1936.0
14,8000,Essendon v Richmond,Windy Hill,1936.0
15,8000,Geelong v North Melbourne,Corio Oval,1936.0
16,8000,Geelong v St Kilda,Corio Oval,1936.0
17,8000,Geelong v Essendon,Corio Oval,1936.0
18,9000,Hawthorn v Richmond,Glenferrie Oval,1936.0
19,9000,North Melbourne v Fitzroy,Arden St,1936.0
20,9000,North Melbourne v Geelong,Arden St,1936.0
