,0,1,2,3
0,Highest Home & Away Crowds,,,
1,46000,Carlton v Collingwood,Princes Park,1936.0
2,43000,Carlton v Richmond,Princes Park,1936.0
3,32000,Fitzroy v Carlton,Brunswick St,1936.0
4,30100,Collingwood v Carlton,Victoria Park,1936.0
5,30000,St Kilda v South Melbourne,Junction Oval,1936.0
6,29500,Richmond v South Melbourne,Punt Rd,1936.0
7,28000,Collingwood v St Kilda,Victoria Park,1936.0
8,27000,Richmond v St Kilda,Punt Rd,1936.0
9,26510,Melbourne v South Melbourne,M.C.G.,1936.0
10,26500,Collingwood v Richmond,Victoria Park,1936.0
11,26000,South Melbourne v Carlton,Lake Oval,1936.0
12,26000,Richmond v Collingwood,Punt Rd,1936.0
13,25800,Collingwood v South Melbourne,Victoria Park,1936.0
14,25000,Carlton v Essendon,Princes Park,1936.0
15,25000,Richmond v Carlton,Punt Rd,1936.0
16,22500,St Kilda v Geelong,Junction Oval,1936.0
17,22000,Carlton v St Kilda,Princes Park,1936.0
18,22000,South Melbourne v Melbourne,Lake Oval,1936.0
19,21648,Melbourne v Collingwood,M.C.G.,1936.0
20,21230,Melbourne v St Kilda,M.C.G.,1936.0
