, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,205000,9,22778,192100.0,9.0,21344.0,397100.0,18.0,22061.0,55094.0,1.0,55094.0
1,Collingwood,167550,9,18617,172448.0,9.0,19161.0,339998.0,18.0,18889.0,129664.0,2.0,64832.0
2,Essendon,107000,9,11889,106857.0,9.0,11873.0,213857.0,18.0,11881.0,,,
3,Fitzroy,122000,9,13556,111645.0,9.0,12405.0,233645.0,18.0,12980.0,,,
4,Footscray,107000,9,11889,105595.0,9.0,11733.0,212595.0,18.0,11811.0,,,
5,Geelong,80000,9,8889,109729.0,9.0,12192.0,189729.0,18.0,10541.0,,,
6,Hawthorn,93000,9,10333,83152.0,9.0,9239.0,176152.0,18.0,9786.0,,,
7,Melbourne,147069,9,16341,123750.0,9.0,13750.0,270819.0,18.0,15046.0,104852.0,2.0,52426.0
8,North Melbourne,87000,9,9667,102603.0,9.0,11400.0,189603.0,18.0,10534.0,,,
9,Richmond,175000,9,19444,137000.0,9.0,15222.0,312000.0,18.0,17333.0,,,
10,South Melbourne,146000,9,16222,169810.0,9.0,18868.0,315810.0,18.0,17545.0,179422.0,3.0,59807.0
11,St Kilda,133300,9,14811,155230.0,9.0,17248.0,288530.0,18.0,16029.0,,,
12,Totals,Home & Away:1569919 (14536),Finals:234516 (58629) ,Overall:1804435 (16111),,,,,,,,,
