, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,265220,9,29469,227526.0,9.0,25281.0,492746.0,18.0,27375.0,,,
1,Collingwood,252722,9,28080,272664.0,9.0,30296.0,525386.0,18.0,29188.0,,,
2,Essendon,239338,9,26593,307906.0,9.0,34212.0,547244.0,18.0,30402.0,,,
3,Fitzroy,151599,9,16844,151060.0,9.0,16784.0,302659.0,18.0,16814.0,,,
4,Footscray,201616,9,22402,191221.0,9.0,21247.0,392837.0,18.0,21824.0,,,
5,Geelong,267205,9,29689,328591.0,9.0,36510.0,595796.0,18.0,33100.0,192680.0,2.0,96340.0
6,Hawthorn,191595,9,21288,242000.0,9.0,26889.0,433595.0,18.0,24089.0,279226.0,3.0,93075.0
7,Melbourne,414264,9,46029,210467.0,9.0,23385.0,624731.0,18.0,34707.0,175460.0,2.0,87730.0
8,North Melbourne,140654,9,15628,182429.0,9.0,20270.0,323083.0,18.0,17949.0,,,
9,Richmond,180540,9,20060,181404.0,9.0,20156.0,361944.0,18.0,20108.0,,,
10,South Melbourne,162080,9,18009,190019.0,9.0,21113.0,352099.0,18.0,19561.0,,,
11,St Kilda,271700,9,30189,253246.0,9.0,28138.0,524946.0,18.0,29164.0,88914.0,1.0,88914.0
12,Totals,Home & Away:2738533 (25357),Finals:368140 (92035) ,Overall:3106673 (27738),,,,,,,,,
