,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,8258,Melbourne v Adelaide,Carrara,2006.0
2,9541,Kangaroos v West Coast,Manuka Oval,2006.0
3,9561,Kangaroos v Geelong,Manuka Oval,2006.0
4,12315,Hawthorn v Brisbane Lions,Carrara,2006.0
5,13862,Hawthorn v Fremantle,York Park,2006.0
6,14100,Western Bulldogs v Port Adelaide,Marrara Oval,2006.0
7,14815,Kangaroos v Port Adelaide,Docklands,2006.0
8,14922,Kangaroos v Sydney,Manuka Oval,2006.0
9,15282,St Kilda v Fremantle,York Park,2006.0
10,16064,Kangaroos v Adelaide,Docklands,2006.0
11,16588,St Kilda v Port Adelaide,York Park,2006.0
12,17518,Carlton v Fremantle,Docklands,2006.0
13,18665,Carlton v Port Adelaide,Docklands,2006.0
14,18836,Hawthorn v Kangaroos,York Park,2006.0
15,19149,Geelong v Port Adelaide,Kardinia Park,2006.0
16,20233,Port Adelaide v Western Bulldogs,Football Park,2006.0
17,20428,Geelong v West Coast,Kardinia Park,2006.0
18,20971,Hawthorn v Richmond,York Park,2006.0
19,21775,Geelong v Sydney,Kardinia Park,2006.0
20,21970,Port Adelaide v Brisbane Lions,Football Park,2006.0
