, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Adelaide,467002,11,42455,329014.0,11.0,29910.0,796016.0,22.0,36183.0,92722.0,2.0,46361.0
1,Brisbane Lions,314929,11,28630,334532.0,11.0,30412.0,649461.0,22.0,29521.0,,,
2,Carlton,370495,11,33681,443040.0,11.0,40276.0,813535.0,22.0,36979.0,,,
3,Collingwood,581718,11,52883,583264.0,11.0,53024.0,1164982.0,22.0,52954.0,84284.0,1.0,84284.0
4,Essendon,465665,11,42333,469857.0,11.0,42714.0,935522.0,22.0,42524.0,,,
5,Fremantle,402255,11,36569,290017.0,11.0,26365.0,692272.0,22.0,31467.0,146086.0,3.0,48695.0
6,Geelong,301703,11,27428,411015.0,11.0,37365.0,712718.0,22.0,32396.0,,,
7,Hawthorn,308204,11,28019,383720.0,11.0,34884.0,691924.0,22.0,31451.0,,,
8,Kangaroos,262355,11,23850,372331.0,11.0,33848.0,634686.0,22.0,28849.0,,,
9,Melbourne,379720,11,34520,391013.0,11.0,35547.0,770733.0,22.0,35033.0,110033.0,2.0,55017.0
10,Port Adelaide,299829,11,27257,286503.0,11.0,26046.0,586332.0,22.0,26651.0,,,
11,Richmond,469712,11,42701,385844.0,11.0,35077.0,855556.0,22.0,38889.0,,,
12,St Kilda,389637,11,35422,413041.0,11.0,37549.0,802678.0,22.0,36485.0,67528.0,1.0,67528.0
13,Sydney,376859,11,34260,353518.0,11.0,32138.0,730377.0,22.0,33199.0,201920.0,3.0,67307.0
14,West Coast,448183,11,40744,334670.0,11.0,30425.0,782853.0,22.0,35584.0,234280.0,4.0,58570.0
15,Western Bulldogs,365790,11,33254,422677.0,11.0,38425.0,788467.0,22.0,35839.0,127503.0,2.0,63752.0
16,Totals,Home & Away:6204056 (35250),Finals:532178 (59131) ,Overall:6736234 (36412),,,,,,,,,
