,Crowds by Round,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0
,Round,Total,Games,Ave.
0,Round 1,131518,7,18788
1,Round 2,128032,7,18290
2,Round 3,129954,7,18565
3,Round 4,154019,7,22003
4,Round 5,152690,7,21813
5,Round 6,144966,7,20709
6,Round 7,170694,7,24385
7,Round 8,124314,7,17759
8,Round 9,152951,7,21850
9,Round 10,130806,7,18687
10,Round 11,169570,7,24224
11,Round 12,120785,7,17255
12,Round 13,96933,7,13848
13,Round 14,119729,7,17104
14,Round 15,142015,7,20288
15,Round 16,116153,7,16593
16,Round 17,130546,7,18649
17,Round 18,123643,7,17663
18,Round 19,136119,7,19446
19,Round 20,123225,7,17604
20,Round 21,133074,7,19011
21,Round 22,158476,7,22639
22,Finals,429057,6,71510
