,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,3500,North Melbourne v Geelong,Arden St,1939.0
2,3500,Footscray v Hawthorn,Western Oval,1939.0
3,5000,South Melbourne v Melbourne,Lake Oval,1939.0
4,5000,Geelong v Hawthorn,Corio Oval,1939.0
5,6000,Hawthorn v Fitzroy,Glenferrie Oval,1939.0
6,6000,South Melbourne v North Melbourne,Lake Oval,1939.0
7,6000,Footscray v Geelong,Western Oval,1939.0
8,6500,Geelong v St Kilda,Corio Oval,1939.0
9,6500,Geelong v South Melbourne,Corio Oval,1939.0
10,7500,Hawthorn v Collingwood,Glenferrie Oval,1939.0
11,7500,Footscray v South Melbourne,Western Oval,1939.0
12,8000,Hawthorn v Melbourne,Glenferrie Oval,1939.0
13,8000,North Melbourne v Hawthorn,Arden St,1939.0
14,8000,Essendon v Geelong,Windy Hill,1939.0
15,8000,Geelong v North Melbourne,Corio Oval,1939.0
16,9000,South Melbourne v Hawthorn,Lake Oval,1939.0
17,9000,Fitzroy v Footscray,Brunswick St,1939.0
18,9000,Geelong v Fitzroy,Corio Oval,1939.0
19,9043,Melbourne v Fitzroy,M.C.G.,1939.0
20,9413,Melbourne v Geelong,M.C.G.,1939.0
