,0,1,2,3
0,Highest Home & Away Crowds,,,
1,40000,Richmond v Collingwood,Punt Rd,1939.0
2,40000,Richmond v Carlton,Punt Rd,1939.0
3,36000,Collingwood v Carlton,Victoria Park,1939.0
4,34000,Carlton v Richmond,Princes Park,1939.0
5,28000,Collingwood v Richmond,Victoria Park,1939.0
6,28000,St Kilda v Collingwood,Junction Oval,1939.0
7,28000,St Kilda v Carlton,Junction Oval,1939.0
8,28000,St Kilda v Melbourne,Junction Oval,1939.0
9,26063,Melbourne v Collingwood,M.C.G.,1939.0
10,26000,Richmond v Footscray,Punt Rd,1939.0
11,25703,Melbourne v St Kilda,M.C.G.,1939.0
12,25000,Carlton v South Melbourne,Princes Park,1939.0
13,23000,Footscray v Essendon,Western Oval,1939.0
14,23000,Footscray v Carlton,Western Oval,1939.0
15,22016,Melbourne v Footscray,M.C.G.,1939.0
16,22000,Richmond v Melbourne,Punt Rd,1939.0
17,21840,Melbourne v Richmond,M.C.G.,1939.0
18,21000,Essendon v Richmond,Windy Hill,1939.0
19,21000,Hawthorn v Richmond,Glenferrie Oval,1939.0
20,20000,Essendon v Carlton,Windy Hill,1939.0
