,Crowds by Round,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0
,Round,Total,Games,Ave.
0,Round 1,116840,6,19473
1,Round 2,104000,6,17333
2,Round 3,111703,6,18617
3,Round 4,99500,6,16583
4,Round 5,90000,6,15000
5,Round 6,110023,6,18337
6,Round 7,106500,6,17750
7,Round 8,123016,6,20503
8,Round 9,83500,6,13917
9,Round 10,93563,6,15594
10,Round 11,58500,6,9750
11,Round 12,89500,6,14917
12,Round 13,85247,6,14208
13,Round 14,87500,6,14583
14,Round 15,67882,6,11314
15,Round 16,72913,6,12152
16,Round 17,78000,6,13000
17,Round 18,66043,6,11007
18,Finals,251145,4,62786
