,0,1,2,3
0,Highest Home & Away Crowds,,,
1,45000,Carlton v South Melbourne,Princes Park,1934.0
2,40000,Richmond v South Melbourne,Punt Rd,1934.0
3,38000,South Melbourne v Collingwood,Lake Oval,1934.0
4,37000,Richmond v Carlton,Punt Rd,1934.0
5,33000,St Kilda v Carlton,Junction Oval,1934.0
6,32000,South Melbourne v Richmond,Lake Oval,1934.0
7,30000,Carlton v Geelong,Princes Park,1934.0
8,30000,Carlton v Richmond,Princes Park,1934.0
9,30000,South Melbourne v Carlton,Lake Oval,1934.0
10,28000,Collingwood v South Melbourne,Victoria Park,1934.0
11,27000,South Melbourne v Fitzroy,Lake Oval,1934.0
12,26500,Fitzroy v Carlton,Brunswick St,1934.0
13,26500,Richmond v Collingwood,Punt Rd,1934.0
14,26000,Collingwood v Richmond,Victoria Park,1934.0
15,25000,Collingwood v Carlton,Victoria Park,1934.0
16,25000,St Kilda v Footscray,Junction Oval,1934.0
17,24500,Richmond v Essendon,Punt Rd,1934.0
18,24000,South Melbourne v St Kilda,Lake Oval,1934.0
19,24000,St Kilda v Richmond,Junction Oval,1934.0
20,23000,Carlton v Essendon,Princes Park,1934.0
