, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,205000,9,22778,206000.0,9.0,22889.0,411000.0,18.0,22833.0,63620.0,1.0,63620.0
1,Collingwood,142000,9,15778,202592.0,9.0,22510.0,344592.0,18.0,19144.0,75146.0,2.0,37573.0
2,Essendon,152000,9,16889,135895.0,9.0,15099.0,287895.0,18.0,15994.0,,,
3,Fitzroy,143500,9,15944,107431.0,9.0,11937.0,250931.0,18.0,13941.0,,,
4,Footscray,110000,9,12222,125471.0,9.0,13941.0,235471.0,18.0,13082.0,,,
5,Geelong,131000,9,14556,154820.0,9.0,17202.0,285820.0,18.0,15879.0,40595.0,1.0,40595.0
6,Hawthorn,68000,9,7556,73768.0,9.0,8196.0,141768.0,18.0,7876.0,,,
7,Melbourne,154802,9,17200,160700.0,9.0,17856.0,315502.0,18.0,17528.0,,,
8,North Melbourne,104000,9,11556,114075.0,9.0,12675.0,218075.0,18.0,12115.0,,,
9,Richmond,208000,9,23111,174882.0,9.0,19431.0,382882.0,18.0,21271.0,98171.0,2.0,49086.0
10,South Melbourne,175000,9,19444,144168.0,9.0,16019.0,319168.0,18.0,17732.0,,,
11,St Kilda,130000,9,14444,123500.0,9.0,13722.0,253500.0,18.0,14083.0,,,
12,Totals,Home & Away:1723302 (15957),Finals:138766 (46255) ,Overall:1862068 (16775),,,,,,,,,
