,0,1,2,3
0,Highest Home & Away Crowds,,,
1,42000,Richmond v Carlton,Punt Rd,1927.0
2,38000,Richmond v Collingwood,Punt Rd,1927.0
3,35000,Richmond v Melbourne,Punt Rd,1927.0
4,33000,Collingwood v Carlton,Victoria Park,1927.0
5,30000,Carlton v Geelong,Princes Park,1927.0
6,30000,Carlton v Richmond,Princes Park,1927.0
7,29000,South Melbourne v Collingwood,Lake Oval,1927.0
8,28000,Carlton v South Melbourne,Princes Park,1927.0
9,28000,South Melbourne v Carlton,Lake Oval,1927.0
10,27092,Melbourne v Collingwood,M.C.G.,1927.0
11,27000,Carlton v Essendon,Princes Park,1927.0
12,25000,Fitzroy v Collingwood,Brunswick St,1927.0
13,25000,Fitzroy v Carlton,Brunswick St,1927.0
14,25000,Essendon v Collingwood,Windy Hill,1927.0
15,25000,South Melbourne v Richmond,Lake Oval,1927.0
16,25000,South Melbourne v North Melbourne,Lake Oval,1927.0
17,25000,South Melbourne v Melbourne,Lake Oval,1927.0
18,25000,Richmond v Essendon,Punt Rd,1927.0
19,24000,Carlton v St Kilda,Princes Park,1927.0
20,23668,Melbourne v South Melbourne,M.C.G.,1927.0
