,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,4721,Brisbane Bears v Footscray,Carrara,1991.0
2,5724,Brisbane Bears v North Melbourne,Carrara,1991.0
3,5728,Brisbane Bears v West Coast,Carrara,1991.0
4,5741,Hawthorn v Brisbane Bears,Princes Park,1991.0
5,6480,Brisbane Bears v Melbourne,Gabba,1991.0
6,7239,North Melbourne v Brisbane Bears,Waverley Park,1991.0
7,7308,Fitzroy v West Coast,Princes Park,1991.0
8,7330,Brisbane Bears v Richmond,Carrara,1991.0
9,7373,Brisbane Bears v Fitzroy,Gabba,1991.0
10,7416,Fitzroy v Sydney,Princes Park,1991.0
11,7657,Sydney v Brisbane Bears,S.C.G.,1991.0
12,8553,Sydney v Fitzroy,S.C.G.,1991.0
13,8588,Fitzroy v North Melbourne,Princes Park,1991.0
14,8977,Footscray v Fitzroy,Western Oval,1991.0
15,9253,Brisbane Bears v Essendon,Carrara,1991.0
16,9276,Sydney v Richmond,S.C.G.,1991.0
17,9302,Brisbane Bears v Collingwood,Carrara,1991.0
18,9735,Brisbane Bears v Carlton,Carrara,1991.0
19,9828,Brisbane Bears v St Kilda,Gabba,1991.0
20,10214,Fitzroy v Geelong,Princes Park,1991.0
