, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Adelaide,445831,11,40530,212501.0,11.0,19318.0,658332.0,22.0,29924.0,,,
1,Brisbane Bears,88128,11,8012,161326.0,11.0,14666.0,249454.0,22.0,11339.0,,,
2,Carlton,254359,11,23124,289322.0,11.0,26302.0,543681.0,22.0,24713.0,,,
3,Collingwood,370061,11,33642,341197.0,11.0,31018.0,711258.0,22.0,32330.0,,,
4,Essendon,277833,11,25258,317442.0,11.0,28858.0,595275.0,22.0,27058.0,46032.0,1.0,46032.0
5,Fitzroy,123636,11,11240,174727.0,11.0,15884.0,298363.0,22.0,13562.0,,,
6,Footscray,192030,11,17457,227756.0,11.0,20705.0,419786.0,22.0,19081.0,,,
7,Geelong,258777,11,23525,251800.0,11.0,22891.0,510577.0,22.0,23208.0,175167.0,3.0,58389.0
8,Hawthorn,232205,11,21110,320470.0,11.0,29134.0,552675.0,22.0,25122.0,183105.0,3.0,61035.0
9,Melbourne,310709,11,28246,261287.0,11.0,23753.0,571996.0,22.0,26000.0,87168.0,2.0,43584.0
10,North Melbourne,222689,11,20244,229928.0,11.0,20903.0,452617.0,22.0,20574.0,,,
11,Richmond,243740,11,22158,224758.0,11.0,20433.0,468498.0,22.0,21295.0,,,
12,St Kilda,305323,11,27757,314056.0,11.0,28551.0,619379.0,22.0,28154.0,63796.0,1.0,63796.0
13,Sydney,122536,11,11140,218251.0,11.0,19841.0,340787.0,22.0,15490.0,,,
14,West Coast,349320,11,31756,252356.0,11.0,22941.0,601676.0,22.0,27349.0,208146.0,4.0,52037.0
15,Totals,Home & Away:3797177 (23013),Finals:381707 (54530) ,Overall:4178884 (24296),,,,,,,,,
