, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Adelaide,407768,9,45308,293836.0,9.0,32648.0,701604.0,18.0,38978.0,,,
1,Brisbane Lions,167700,9,18633,228465.0,9.0,25385.0,396165.0,18.0,22009.0,,,
2,Carlton,291681,8,36460,363531.0,10.0,36353.0,655212.0,18.0,36401.0,,,
3,Collingwood,469205,9,52134,483141.0,9.0,53682.0,952346.0,18.0,52908.0,,,
4,Essendon,483435,10,48344,321364.0,8.0,40171.0,804799.0,18.0,44711.0,,,
5,Fremantle,378055,9,42006,250014.0,9.0,27779.0,628069.0,18.0,34893.0,,,
6,Geelong,323771,9,35975,376296.0,9.0,41811.0,700067.0,18.0,38893.0,,,
7,Gold Coast,119004,9,13223,210646.0,9.0,23405.0,329650.0,18.0,18314.0,,,
8,Greater Western Sydney,96365,9,10707,255066.0,9.0,28341.0,351431.0,18.0,19524.0,,,
9,Hawthorn,237890,9,26432,363953.0,9.0,40439.0,601843.0,18.0,33436.0,,,
10,Melbourne,335112,8,41889,316017.0,10.0,31602.0,651129.0,18.0,36174.0,,,
11,North Melbourne,203508,10,20351,259478.0,8.0,32435.0,462986.0,18.0,25721.0,,,
12,Port Adelaide,348796,9,38755,223567.0,9.0,24841.0,572363.0,18.0,31798.0,,,
13,Richmond,472445,8,59056,503870.0,10.0,50387.0,976315.0,18.0,54240.0,,,
14,St Kilda,215119,8,26890,319193.0,10.0,31919.0,534312.0,18.0,29684.0,,,
15,Sydney,294650,9,32739,303105.0,9.0,33678.0,597755.0,18.0,33209.0,,,
16,West Coast,472550,9,52506,290407.0,9.0,32267.0,762957.0,18.0,42387.0,,,
17,Western Bulldogs,279093,11,25372,234198.0,7.0,33457.0,513291.0,18.0,28516.0,,,
18,Totals,Home & Away:5596147 (34544),Finals:,Overall:5596147 (34544),,,,,,,,,
