,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,3722,Gold Coast v North Melbourne,Cazaly's Stadium,2018.0
2,6060,Gold Coast v Melbourne,Gabba,2018.0
3,6450,Western Bulldogs v Port Adelaide,Eureka Stadium,2018.0
4,6833,Western Bulldogs v Gold Coast,Eureka Stadium,2018.0
5,6989,Melbourne v Adelaide,Traeger Park,2018.0
6,7131,Greater Western Sydney v Gold Coast,Sydney Showground,2018.0
7,7194,North Melbourne v Greater Western Sydney,Bellerive Oval,2018.0
8,8689,Melbourne v Fremantle,Marrara Oval,2018.0
9,9007,Hawthorn v Gold Coast,York Park,2018.0
10,9253,Greater Western Sydney v West Coast,Sydney Showground,2018.0
11,10046,Greater Western Sydney v Brisbane Lions,Sydney Showground,2018.0
12,10181,Gold Coast v St Kilda,Carrara,2018.0
13,10454,Greater Western Sydney v Western Bulldogs,Manuka Oval,2018.0
14,10689,Gold Coast v Port Adelaide,Jiangwan Stadium,2018.0
15,10776,Gold Coast v Carlton,Carrara,2018.0
16,10789,Greater Western Sydney v Essendon,Sydney Showground,2018.0
17,10866,Greater Western Sydney v Hawthorn,Sydney Showground,2018.0
18,11176,North Melbourne v West Coast,Bellerive Oval,2018.0
19,11267,Brisbane Lions v Greater Western Sydney,Gabba,2018.0
20,11356,Greater Western Sydney v Fremantle,Manuka Oval,2018.0
