, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,214065,10,21407,243192.0,10.0,24319.0,457257.0,20.0,22863.0,223193.0,2.0,111597.0
1,Collingwood,235873,10,23587,238863.0,10.0,23886.0,474736.0,20.0,23737.0,,,
2,Essendon,204123,10,20412,284851.0,10.0,28485.0,488974.0,20.0,24449.0,326842.0,3.0,108947.0
3,Fitzroy,121533,10,12153,149124.0,10.0,14912.0,270657.0,20.0,13533.0,,,
4,Footscray,143020,10,14302,136967.0,10.0,13697.0,279987.0,20.0,13999.0,,,
5,Geelong,190278,10,19028,245498.0,10.0,24550.0,435776.0,20.0,21789.0,202534.0,2.0,101267.0
6,Hawthorn,161529,10,16153,169967.0,10.0,16997.0,331496.0,20.0,16575.0,,,
7,Melbourne,262485,10,26249,167662.0,10.0,16766.0,430147.0,20.0,21507.0,,,
8,North Melbourne,111510,10,11151,144770.0,10.0,14477.0,256280.0,20.0,12814.0,,,
9,Richmond,388943,10,38894,238086.0,10.0,23809.0,627029.0,20.0,31351.0,,,
10,South Melbourne,141635,10,14164,164193.0,10.0,16419.0,305828.0,20.0,15291.0,,,
11,St Kilda,250911,10,25091,242732.0,10.0,24273.0,493643.0,20.0,24682.0,98885.0,1.0,98885.0
12,Totals,Home & Away:2425905 (20216),Finals:425727 (106432) ,Overall:2851632 (22997),,,,,,,,,
