,0,1,2,3
0,Highest Home & Away Crowds,,,
1,68529,Richmond v Essendon,M.C.G.,1968.0
2,52115,Richmond v Geelong,M.C.G.,1968.0
3,51958,Richmond v Carlton,M.C.G.,1968.0
4,43231,St Kilda v Essendon,Moorabbin Oval,1968.0
5,43165,Richmond v Collingwood,M.C.G.,1968.0
6,42740,Richmond v St Kilda,M.C.G.,1968.0
7,39609,Melbourne v Richmond,M.C.G.,1968.0
8,37018,Collingwood v Richmond,Victoria Park,1968.0
9,35929,Carlton v Essendon,Princes Park,1968.0
10,34546,Richmond v Melbourne,M.C.G.,1968.0
11,34072,St Kilda v Geelong,Moorabbin Oval,1968.0
12,32932,Melbourne v Essendon,M.C.G.,1968.0
13,31862,Melbourne v Geelong,M.C.G.,1968.0
14,31325,Richmond v Hawthorn,M.C.G.,1968.0
15,31313,Essendon v Carlton,Windy Hill,1968.0
16,30606,St Kilda v Richmond,Moorabbin Oval,1968.0
17,30581,Melbourne v St Kilda,M.C.G.,1968.0
18,30096,Carlton v Geelong,Princes Park,1968.0
19,29491,Collingwood v St Kilda,Victoria Park,1968.0
20,29404,Geelong v St Kilda,Kardinia Park,1968.0
