, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Adelaide,420731,11,38248,174153.0,11.0,15832.0,594884.0,22.0,27040.0,,,
1,Brisbane Bears,71491,11,6499,188247.0,11.0,17113.0,259738.0,22.0,11806.0,,,
2,Carlton,343125,11,31193,417689.0,11.0,37972.0,760814.0,22.0,34582.0,,,
3,Collingwood,556542,11,50595,475883.0,11.0,43262.0,1032425.0,22.0,46928.0,74253.0,1.0,74253.0
4,Essendon,404848,11,36804,358914.0,11.0,32629.0,763762.0,22.0,34716.0,,,
5,Fitzroy,150799,11,13709,219680.0,11.0,19971.0,370479.0,22.0,16840.0,,,
6,Footscray,230004,11,20909,317709.0,11.0,28883.0,547713.0,22.0,24896.0,200106.0,3.0,66702.0
7,Geelong,304677,11,27698,334732.0,11.0,30430.0,639409.0,22.0,29064.0,307346.0,4.0,76837.0
8,Hawthorn,352493,11,32045,327045.0,11.0,29731.0,679538.0,22.0,30888.0,40237.0,1.0,40237.0
9,Melbourne,317864,11,28897,256472.0,11.0,23316.0,574336.0,22.0,26106.0,,,
10,North Melbourne,219196,11,19927,213154.0,11.0,19378.0,432350.0,22.0,19652.0,,,
11,Richmond,229771,11,20888,244804.0,11.0,22255.0,474575.0,22.0,21572.0,,,
12,St Kilda,316838,11,28803,398686.0,11.0,36244.0,715524.0,22.0,32524.0,133765.0,2.0,66883.0
13,Sydney,109590,11,9963,208645.0,11.0,18968.0,318235.0,22.0,14465.0,,,
14,West Coast,304948,11,27723,197104.0,11.0,17919.0,502052.0,22.0,22821.0,206989.0,3.0,68996.0
15,Totals,Home & Away:4332917 (26260),Finals:481348 (68764) ,Overall:4814265 (27990),,,,,,,,,
