, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,184000,9,20444,191591.0,9.0,21288.0,375591.0,18.0,20866.0,119134.0,2.0,59567.0
1,Collingwood,161000,9,17889,193815.0,9.0,21535.0,354815.0,18.0,19712.0,114405.0,2.0,57203.0
2,Essendon,149000,9,16556,113250.0,9.0,12583.0,262250.0,18.0,14569.0,,,
3,Fitzroy,111500,9,12389,118920.0,9.0,13213.0,230420.0,18.0,12801.0,,,
4,Footscray,118500,9,13167,134891.0,9.0,14988.0,253391.0,18.0,14077.0,,,
5,Geelong,90249,9,10028,133834.0,9.0,14870.0,224083.0,18.0,12449.0,,,
6,Hawthorn,86500,9,9611,92500.0,9.0,10278.0,179000.0,18.0,9944.0,,,
7,Melbourne,194983,9,21665,138500.0,9.0,15389.0,333483.0,18.0,18527.0,,,
8,North Melbourne,68500,9,7611,101436.0,9.0,11271.0,169936.0,18.0,9441.0,,,
9,Richmond,189000,9,21000,165048.0,9.0,18339.0,354048.0,18.0,19669.0,175058.0,3.0,58353.0
10,South Melbourne,148270,9,16474,127343.0,9.0,14149.0,275613.0,18.0,15312.0,,,
11,St Kilda,176500,9,19611,166874.0,9.0,18542.0,343374.0,18.0,19076.0,58481.0,1.0,58481.0
12,Totals,Home & Away:1678002 (15537),Finals:233539 (58385) ,Overall:1911541 (17067),,,,,,,,,
