,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,4000,Hawthorn v Footscray,Glenferrie Oval,1929.0
2,4000,Geelong v Hawthorn,Corio Oval,1929.0
3,4500,North Melbourne v Hawthorn,Arden St,1929.0
4,5000,North Melbourne v Fitzroy,Arden St,1929.0
5,6000,Hawthorn v Carlton,Glenferrie Oval,1929.0
6,6000,Collingwood v North Melbourne,Victoria Park,1929.0
7,6000,Fitzroy v South Melbourne,Brunswick St,1929.0
8,6500,Geelong v Richmond,Corio Oval,1929.0
9,7000,North Melbourne v Footscray,Arden St,1929.0
10,7000,North Melbourne v Geelong,Arden St,1929.0
11,7000,Carlton v Essendon,Princes Park,1929.0
12,7000,Collingwood v Hawthorn,Victoria Park,1929.0
13,7000,Geelong v North Melbourne,Corio Oval,1929.0
14,7500,Geelong v Fitzroy,Corio Oval,1929.0
15,8000,Hawthorn v Melbourne,Glenferrie Oval,1929.0
16,8000,North Melbourne v Carlton,Arden St,1929.0
17,8000,South Melbourne v Hawthorn,Lake Oval,1929.0
18,8000,South Melbourne v North Melbourne,Lake Oval,1929.0
19,8000,Fitzroy v Melbourne,Brunswick St,1929.0
20,8436,Melbourne v North Melbourne,M.C.G.,1929.0
