, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Brisbane Bears,140599,11,12782,169257.0,11.0,15387.0,309856.0,22.0,14084.0,,,
1,Carlton,322047,11,29277,264275.0,11.0,24025.0,586322.0,22.0,26651.0,211600.0,3.0,70533.0
2,Collingwood,336254,11,30569,432728.0,11.0,39339.0,768982.0,22.0,34954.0,170439.0,2.0,85220.0
3,Essendon,206896,11,18809,307437.0,11.0,27949.0,514333.0,22.0,23379.0,,,
4,Fitzroy,134725,11,12248,171210.0,11.0,15565.0,305935.0,22.0,13906.0,,,
5,Footscray,160751,11,14614,189279.0,11.0,17207.0,350030.0,22.0,15910.0,,,
6,Geelong,228693,11,20790,193481.0,11.0,17589.0,422174.0,22.0,19190.0,,,
7,Hawthorn,182993,11,16636,287968.0,11.0,26179.0,470961.0,22.0,21407.0,153806.0,2.0,76903.0
8,Melbourne,394993,11,35908,246238.0,11.0,22385.0,641231.0,22.0,29147.0,293115.0,4.0,73279.0
9,North Melbourne,180751,11,16432,163807.0,11.0,14892.0,344558.0,22.0,15662.0,,,
10,Richmond,222844,11,20259,151254.0,11.0,13750.0,374098.0,22.0,17004.0,,,
11,St Kilda,214484,11,19499,178318.0,11.0,16211.0,392802.0,22.0,17855.0,,,
12,Sydney,135555,11,12323,168578.0,11.0,15325.0,304133.0,22.0,13824.0,,,
13,West Coast,231094,11,21009,168849.0,11.0,15350.0,399943.0,22.0,18179.0,43438.0,1.0,43438.0
14,Totals,Home & Away:3092679 (20082),Finals:436199 (72700) ,Overall:3528878 (22055),,,,,,,,,
