,0,1,2,3
0,Highest Home & Away Crowds,,,
1,76354,Carlton v Collingwood,Waverley Park,1988.0
2,74964,Melbourne v Collingwood,M.C.G.,1988.0
3,72906,Carlton v Collingwood,M.C.G.,1988.0
4,61163,Collingwood v Melbourne,Waverley Park,1988.0
5,53184,Collingwood v Hawthorn,Waverley Park,1988.0
6,52719,Collingwood v Essendon,Waverley Park,1988.0
7,50178,Melbourne v Carlton,M.C.G.,1988.0
8,37953,Melbourne v Carlton,Waverley Park,1988.0
9,37307,Melbourne v Hawthorn,Waverley Park,1988.0
10,36638,West Coast v Collingwood,Subiaco,1988.0
11,35662,Hawthorn v Essendon,Waverley Park,1988.0
12,35322,Geelong v Collingwood,Kardinia Park,1988.0
13,34824,Richmond v Melbourne,M.C.G.,1988.0
14,34773,Melbourne v Hawthorn,M.C.G.,1988.0
15,34697,Melbourne v Essendon,M.C.G.,1988.0
16,34444,Richmond v Collingwood,Waverley Park,1988.0
17,31679,St Kilda v Essendon,Moorabbin Oval,1988.0
18,30873,Melbourne v Geelong,M.C.G.,1988.0
19,28849,North Melbourne v Collingwood,Waverley Park,1988.0
20,28045,Melbourne v West Coast,M.C.G.,1988.0
