,Crowds by Round,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0
,Round,Total,Games,Ave.
0,Round 1,143178,6,23863
1,Round 2,184096,6,30683
2,Round 3,143840,6,23973
3,Round 4,181275,6,30213
4,Round 5,140972,6,23495
5,Round 6,132561,6,22094
6,Round 7,147101,6,24517
7,Round 8,119977,6,19996
8,Round 9,131685,6,21948
9,Round 10,154066,6,25678
10,Round 11,182431,6,30405
11,Round 12,157247,6,26208
12,Round 13,104646,6,17441
13,Round 14,150876,6,25146
14,Round 15,141292,6,23549
15,Round 16,110009,6,18335
16,Round 17,131252,6,21875
17,Round 18,134335,6,22389
18,Round 19,100175,6,16696
19,Round 20,139478,6,23246
20,Round 21,136898,6,22816
21,Round 22,129555,6,21593
22,Finals,477336,6,79556
