,0,1,2,3
0,Highest Home & Away Crowds,,,
1,61424,Richmond v Collingwood,M.C.G.,1979.0
2,59942,Richmond v Carlton,M.C.G.,1979.0
3,58736,Carlton v Fitzroy,Waverley Park,1979.0
4,56975,Fitzroy v Collingwood,Waverley Park,1979.0
5,53602,Melbourne v Collingwood,M.C.G.,1979.0
6,53116,Richmond v Essendon,Waverley Park,1979.0
7,46106,Carlton v Collingwood,Princes Park,1979.0
8,44708,Melbourne v Richmond,M.C.G.,1979.0
9,44548,Carlton v Essendon,Princes Park,1979.0
10,41777,Essendon v Carlton,Waverley Park,1979.0
11,39411,Carlton v North Melbourne,Princes Park,1979.0
12,38108,Richmond v North Melbourne,M.C.G.,1979.0
13,37276,Hawthorn v South Melbourne,Waverley Park,1979.0
14,37260,Collingwood v Geelong,Waverley Park,1979.0
15,36509,Collingwood v Carlton,Victoria Park,1979.0
16,34163,Footscray v Collingwood,Waverley Park,1979.0
17,32127,South Melbourne v Essendon,Waverley Park,1979.0
18,31583,Essendon v Collingwood,Windy Hill,1979.0
19,31479,Richmond v Hawthorn,M.C.G.,1979.0
20,31474,Collingwood v Richmond,Victoria Park,1979.0
