, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,348621,11,31693,342123.0,11.0,31102.0,690744.0,22.0,31397.0,182687.0,2.0,91344.0
1,Collingwood,313639,11,28513,416357.0,11.0,37851.0,729996.0,22.0,33182.0,358724.0,4.0,89681.0
2,Essendon,280882,11,25535,317547.0,11.0,28868.0,598429.0,22.0,27201.0,49470.0,1.0,49470.0
3,Fitzroy,224051,11,20368,249530.0,11.0,22685.0,473581.0,22.0,21526.0,136609.0,2.0,68305.0
4,Footscray,202733,11,18430,199703.0,11.0,18155.0,402436.0,22.0,18293.0,,,
5,Geelong,226087,11,20553,211782.0,11.0,19253.0,437869.0,22.0,19903.0,,,
6,Hawthorn,220175,11,20016,221608.0,11.0,20146.0,441783.0,22.0,20081.0,,,
7,Melbourne,278804,11,25346,198091.0,11.0,18008.0,476895.0,22.0,21677.0,,,
8,North Melbourne,229114,11,20829,276201.0,11.0,25109.0,505315.0,22.0,22969.0,227182.0,3.0,75727.0
9,Richmond,380939,11,34631,243714.0,11.0,22156.0,624653.0,22.0,28393.0,,,
10,South Melbourne,186296,11,16936,215255.0,11.0,19569.0,401551.0,22.0,18252.0,,,
11,St Kilda,205604,11,18691,205034.0,11.0,18639.0,410638.0,22.0,18665.0,,,
12,Totals,Home & Away:3096945 (23462),Finals:477336 (79556) ,Overall:3574281 (25901),,,,,,,,,
