,0,1,2,3
0,Highest Home & Away Crowds,,,
1,43000,Carlton v Footscray,Princes Park,1938.0
2,38000,Collingwood v Carlton,Victoria Park,1938.0
3,37000,Carlton v Collingwood,Princes Park,1938.0
4,32000,Carlton v Richmond,Princes Park,1938.0
5,30877,Melbourne v Collingwood,M.C.G.,1938.0
6,30000,Collingwood v Melbourne,Victoria Park,1938.0
7,30000,Richmond v Collingwood,Punt Rd,1938.0
8,28000,Richmond v Carlton,Punt Rd,1938.0
9,25241,Melbourne v Carlton,M.C.G.,1938.0
10,25000,St Kilda v Richmond,Junction Oval,1938.0
11,24000,St Kilda v Carlton,Junction Oval,1938.0
12,23000,Richmond v Melbourne,Punt Rd,1938.0
13,22000,Fitzroy v Collingwood,Brunswick St,1938.0
14,22000,Collingwood v Richmond,Victoria Park,1938.0
15,22000,Richmond v Geelong,Punt Rd,1938.0
16,21000,Footscray v St Kilda,Western Oval,1938.0
17,20185,Melbourne v Geelong,M.C.G.,1938.0
18,20000,Footscray v Richmond,Western Oval,1938.0
19,20000,Carlton v Melbourne,Princes Park,1938.0
20,20000,Richmond v Essendon,Punt Rd,1938.0
