,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,4000,North Melbourne v Hawthorn,Arden St,1938.0
2,6000,South Melbourne v Geelong,Lake Oval,1938.0
3,6500,Hawthorn v Essendon,Glenferrie Oval,1938.0
4,7000,Hawthorn v Melbourne,Glenferrie Oval,1938.0
5,7000,Hawthorn v South Melbourne,Glenferrie Oval,1938.0
6,7000,Richmond v Fitzroy,Punt Rd,1938.0
7,7000,Geelong v Hawthorn,Corio Oval,1938.0
8,7000,Geelong v St Kilda,Corio Oval,1938.0
9,8000,Hawthorn v Collingwood,Glenferrie Oval,1938.0
10,8000,North Melbourne v Geelong,Arden St,1938.0
11,8000,South Melbourne v Melbourne,Lake Oval,1938.0
12,8000,South Melbourne v North Melbourne,Lake Oval,1938.0
13,8000,South Melbourne v Essendon,Lake Oval,1938.0
14,8000,Fitzroy v Geelong,Brunswick St,1938.0
15,8000,Geelong v South Melbourne,Corio Oval,1938.0
16,9000,North Melbourne v St Kilda,Arden St,1938.0
17,9000,Richmond v Hawthorn,Punt Rd,1938.0
18,9000,Essendon v Fitzroy,Windy Hill,1938.0
19,9060,Melbourne v Fitzroy,M.C.G.,1938.0
20,9500,Geelong v North Melbourne,Corio Oval,1938.0
