,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,5835,North Melbourne v Hawthorn,Arden St,1966.0
2,7000,Fitzroy v South Melbourne,Brunswick St,1966.0
3,8319,North Melbourne v Footscray,Arden St,1966.0
4,8429,Hawthorn v Footscray,Glenferrie Oval,1966.0
5,8939,Fitzroy v Footscray,Brunswick St,1966.0
6,8957,North Melbourne v Melbourne,Arden St,1966.0
7,9395,Fitzroy v North Melbourne,Brunswick St,1966.0
8,10410,North Melbourne v South Melbourne,Arden St,1966.0
9,10573,North Melbourne v Carlton,Arden St,1966.0
10,10816,Hawthorn v North Melbourne,Glenferrie Oval,1966.0
11,11733,Footscray v South Melbourne,Western Oval,1966.0
12,11922,South Melbourne v Melbourne,Lake Oval,1966.0
13,12054,Hawthorn v Melbourne,Glenferrie Oval,1966.0
14,12277,Hawthorn v South Melbourne,Glenferrie Oval,1966.0
15,12343,Fitzroy v St Kilda,Brunswick St,1966.0
16,12424,Footscray v Hawthorn,Western Oval,1966.0
17,13057,Fitzroy v Hawthorn,Brunswick St,1966.0
18,13127,Carlton v Melbourne,Princes Park,1966.0
19,13559,Geelong v Fitzroy,Kardinia Park,1966.0
20,13880,Hawthorn v Collingwood,Glenferrie Oval,1966.0
