, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Adelaide,528508,11,48046,293330.0,11.0,26666.0,821838.0,22.0,37356.0,,,
1,Brisbane Lions,217178,11,19743,253265.0,11.0,23024.0,470443.0,22.0,21384.0,,,
2,Carlton,433563,11,39415,413907.0,11.0,37628.0,847470.0,22.0,38521.0,,,
3,Collingwood,528099,11,48009,516587.0,11.0,46962.0,1044686.0,22.0,47486.0,,,
4,Essendon,495741,11,45067,482229.0,11.0,43839.0,977970.0,22.0,44453.0,78561.0,1.0,78561.0
5,Fremantle,395238,11,35931,292478.0,11.0,26589.0,687716.0,22.0,31260.0,78336.0,2.0,39168.0
6,Geelong,373068,11,33915,412922.0,11.0,37538.0,785990.0,22.0,35727.0,140721.0,2.0,70361.0
7,Gold Coast,177017,11,16092,281493.0,11.0,25590.0,458510.0,22.0,20841.0,,,
8,Greater Western Sydney,101491,11,9226,252333.0,11.0,22939.0,353824.0,22.0,16083.0,,,
9,Hawthorn,402300,11,36573,504299.0,11.0,45845.0,906599.0,22.0,41209.0,249073.0,3.0,83024.0
10,Melbourne,282035,11,25640,373940.0,11.0,33995.0,655975.0,22.0,29817.0,,,
11,North Melbourne,268661,11,24424,348655.0,11.0,31696.0,617316.0,22.0,28060.0,192554.0,3.0,64185.0
12,Port Adelaide,488006,11,44364,285731.0,11.0,25976.0,773737.0,22.0,35170.0,167080.0,3.0,55693.0
13,Richmond,475155,11,43196,364617.0,11.0,33147.0,839772.0,22.0,38171.0,49886.0,1.0,49886.0
14,St Kilda,256310,11,23301,348462.0,11.0,31678.0,604772.0,22.0,27490.0,,,
15,Sydney,358541,11,32595,374797.0,11.0,34072.0,733338.0,22.0,33334.0,183487.0,3.0,61162.0
16,West Coast,376176,11,34198,315691.0,11.0,28699.0,691867.0,22.0,31449.0,,,
17,Western Bulldogs,244923,11,22266,287274.0,11.0,26116.0,532197.0,22.0,24191.0,,,
18,Totals,Home & Away:6402010 (32333),Finals:569849 (63317) ,Overall:6971859 (33680),,,,,,,,,
