,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,8500,Richmond v Geelong,Punt Rd,1958.0
2,11500,North Melbourne v Hawthorn,Arden St,1958.0
3,12000,South Melbourne v Fitzroy,Lake Oval,1958.0
4,12147,Geelong v Footscray,Kardinia Park,1958.0
5,12984,Carlton v St Kilda,Princes Park,1958.0
6,13000,South Melbourne v Geelong,Lake Oval,1958.0
7,13200,St Kilda v Geelong,Junction Oval,1958.0
8,13500,Hawthorn v North Melbourne,Glenferrie Oval,1958.0
9,13500,North Melbourne v Melbourne,Arden St,1958.0
10,14000,North Melbourne v St Kilda,Arden St,1958.0
11,14045,Geelong v South Melbourne,Kardinia Park,1958.0
12,14100,St Kilda v Richmond,Junction Oval,1958.0
13,14300,Essendon v St Kilda,Windy Hill,1958.0
14,14482,Geelong v Carlton,Kardinia Park,1958.0
15,14500,North Melbourne v Fitzroy,Arden St,1958.0
16,15000,Hawthorn v Fitzroy,Glenferrie Oval,1958.0
17,15000,North Melbourne v South Melbourne,Arden St,1958.0
18,15000,North Melbourne v Essendon,Arden St,1958.0
19,15000,Fitzroy v Geelong,Brunswick St,1958.0
20,15088,Geelong v Essendon,Kardinia Park,1958.0
