,0,1,2,3
0,Highest Home & Away Crowds,,,
1,99256,Melbourne v Collingwood,M.C.G.,1958.0
2,41787,Melbourne v Essendon,M.C.G.,1958.0
3,38906,Melbourne v Hawthorn,M.C.G.,1958.0
4,38006,Melbourne v Carlton,M.C.G.,1958.0
5,37000,Richmond v Collingwood,Punt Rd,1958.0
6,36500,Collingwood v St Kilda,Victoria Park,1958.0
7,36098,Collingwood v North Melbourne,Victoria Park,1958.0
8,35490,Collingwood v Essendon,Victoria Park,1958.0
9,35352,Melbourne v Richmond,M.C.G.,1958.0
10,34656,Collingwood v Fitzroy,Victoria Park,1958.0
11,33824,Footscray v Collingwood,Western Oval,1958.0
12,33000,Richmond v St Kilda,Punt Rd,1958.0
13,32000,St Kilda v Melbourne,Junction Oval,1958.0
14,31489,Melbourne v North Melbourne,M.C.G.,1958.0
15,31000,Fitzroy v Collingwood,Brunswick St,1958.0
16,30500,St Kilda v Essendon,Junction Oval,1958.0
17,29118,Footscray v Essendon,Western Oval,1958.0
18,29000,St Kilda v Fitzroy,Junction Oval,1958.0
19,28769,Collingwood v Hawthorn,Victoria Park,1958.0
20,28550,Melbourne v Footscray,M.C.G.,1958.0
